"id","title","year","cites","venue","inst","atHome","inCv","doiInCv","authors","overlap","verdict"
"W7117997399","Exploring the interplay between protein conformational changes and phosphorylation in a pancreatic cancer cell and stellate cell coculture system","2026","1","Proceedings of the National Academy of Sciences","University of Wisconsin–Madison","True","False","False","Haiyan Lu; Yuan Liu; Hung-Yu Chiang; Hua Zhang; Xudong Shi","4","keep"
"W7118186491","Efficient Preparation of Homogenous Antibody Conjugates via Glycosite‐Specific Transglycosylation Enabled by Readily Available Glycosyl Donors","2026","1","Angewandte Chemie International Edition","University of Wisconsin–Madison","True","False","False","Deqin Cai; Yuan Zhao; Gaoyuan Lu; C Li; Yichong Lao; Ramesh Mudududdla; Jiahao Zhang; Peijing Jia; Penghsuan Huang; Wenxin Wu; Thao‐Vy T. Nguyen; Xuhui Huang; Weiping Tang","4","keep"
"W2007805022","High-Throughput Peptide Identification from Protein Digests Using Data-Dependent Multiplexed Tandem FTICR Mass Spectrometry Coupled with Capillary Liquid Chromatography","2001","76","Analytical Chemistry","Pacific Northwest National Laboratory; Environmental Molecular Sciences Laboratory","False","True","False","Christophe Masselon; Gordon Anderson; Ljiljana Paša‐Tolić; Sang‐Won Lee; Yufeng Shen; Rui Zhao; Mary Lipton; Thomas P. Conrads; Nikola Tolić; Richard Smith","10","keep"
"W2034498503","Formation of <i>N</i>‐Pyroglutamyl Peptides from <i>N</i>‐Glu and<i>N</i>‐Gln Precursors in <i>Aplysia</i> Neurons","1999","56","Journal of Neurochemistry","University of Illinois System","True","False","False","Rebecca W. Garden; Tatiana P. Moroz; Juliann M. Gleeson; Philip D. Floyd; Stanislav S. Rubakhin; Jonathan V. Sweedler","6","keep"
"W2025331373","Peptide Profiling of Cells with Multiple Gene Products:  Combining Immunochemistry and MALDI Mass Spectrometry with On-Plate Microextraction","2000","51","Analytical Chemistry","University of Illinois Urbana-Champaign; Icahn School of Medicine at Mount Sinai","True","True","False","Elena V. Romanova; Stanislav S. Rubakhin; Vera Alexeeva; Klaudiusz R. Weiss; Ferdinand S. Vilim; Jonathan V. Sweedler","6","keep"
"W2022865996","From Precursor to Final Peptides:  A Statistical Sequence-Based Approach to Predicting Prohormone Processing","2003","46","Journal of Proteome Research","University of Illinois Urbana-Champaign; University of Pittsburgh; Icahn School of Medicine at Mount Sinai","True","False","False","Amanda B. Hummon; Norman P. Hummon; Rebecca W. Corbin; Ferdinand S. Vilim; Klaudiusz R. Weiss; Jonathan V. Sweedler","4","keep"
"W1989845346","Identification and characterization of a tachykinin-containing neuroendocrine organ in the commissural ganglion of the crab<i>Cancer productus</i>","2005","44","Journal of Experimental Biology","University of Wisconsin–Madison","True","True","False","Daniel I. Messinger; Kimberly K. Kutz; Thuc Le; Derek R. Verley; Yun‐Wei A. Hsu; Christina T. Ngo; Shaun D. Cain; John T. Birmingham; Andrew E. Christie","9","keep"
"W2004583549","MALDI MS Sample Preparation by Using Paraffin Wax Film:  Systematic Study and Application for Peptide Analysis","2008","35","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Junhua Wang; Ruibing Chen; Mingming Ma","3","keep"
"W2187950193","Mass Spectrometric Survey of Peptides in Cephalopods With an Emphasis on the Fmrfamide-Related Peptides","2000","33","Journal of Experimental Biology","University of Illinois Urbana-Champaign","True","True","False","Jonathan V. Sweedler; Philip D. Floyd; William F. Gilly","3","keep"
"W2012925364","Methyl Esterification Assisted MALDI FTMS Characterization of the Orcokinin Neuropeptide Family","2006","31","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Mingming Ma; Kimberly K. Kutz‐Naber","2","keep"
"W2188569556","Egg-laying hormone peptides in the aplysiidae family","1999","28","Journal of Experimental Biology","University of Illinois Urbana-Champaign","True","True","False","Rebecca W. Garden; Philip D. Floyd; Tatiana P. Moroz; Juliann M. Gleeson; Jonathan V. Sweedler; Ljiljana Paša‐Tolić; Richard Smith","7","keep"
"W2044883428","Dynamin 2 associates with complexins and is found in the acrosomal region of mammalian sperm","2006","22","Molecular Reproduction and Development","University of Wisconsin–Madison","True","True","False","Longmei Zhao; Xudong Shi; David J. Miller","3","keep"
"W2091370702","Combining tissue extraction and off-line capillary electrophoresis matrix-assisted laser desorption/ionization Fourier transform mass spectrometry for neuropeptide analysis in individual neuronal organs using 2,5-dihydroxybenzoic acid as a multi-functional agent","2009","22","Journal of Chromatography A","University of Wisconsin–Madison","True","True","False","Junhua Wang; Xiaoyue Jiang; Robert M. Sturm","3","keep"
"W2035285196","LC-ESI-MS method for the determination of dexamethasone acetate in skin of nude mouse","2013","18","Journal of Chromatography B","Chinese Academy of Medical Sciences & Peking Union Medical College","False","False","False","Pengcheng Ma; Jun Wei; Kun Qian; Lei Tao","0","drop"
"W2138646832","Rat Brain Neuropeptidomics: Tissue Collection, Protease Inhibition, Neuropeptide Extraction, and Mass Spectrometric Analysis","2009","18","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Robert M. Sturm; James A. Dowell","2","keep"
"W2416184993","Recent Advances in Mass Spectrometry-Based Glycoproteomics","2014","18","Advances in protein chemistry and structural biology","University of Wisconsin–Madison","True","True","True","Dustin C. Frost","1","keep"
"W2055371953","Mass spectrometric measurement of neuropeptide secretion in the crab, Cancer borealis, by in vivo microdialysis","2014","15","The Analyst","University of Wisconsin–Madison; Madison Group (United States)","True","True","False","Zhidan Liang; Claire M. Schmerberg","2","keep"
"W2592051876","Study of an evaluation method for water resources carrying capacity based on the projection pursuit technique","2017","15","Water Science & Technology Water Supply","Tianjin University","False","False","False","Hongbo Liu; Yunfeng Liu; Hongxia Gao","0","drop"
"W2754156063","Coupling matrix-assisted ionization with high resolution mass spectrometry and electron transfer dissociation to characterize intact proteins and post-translational modifications","2017","14","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison","True","False","False","Bingming Chen; Christopher B. Lietz","2","keep"
"W3085791334","Integrated Label-Free and 10-Plex DiLeu Isobaric Tag Quantitative Methods for Profiling Changes in the Mouse Hypothalamic Neuropeptidome and Proteome: Assessment of the Impact of the Gut Microbiome","2020","14","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Rui Liu; Pingli Wei; Caitlin Keller; Nicola Salvatore Orefice; Yatao Shi; Zihui Li; Junfeng Huang; Yusi Cui; Dustin C. Frost; Shuying Han; Tzu-Wen Cross; Federico E. Rey","12","keep"
"W2013434790","Liquid chromatography-matrix-assisted laser desorption/ionization mass spectrometric imaging with sprayed matrix for improved sensitivity, reproducibility and quantitation","2013","13","The Analyst","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","True","Zichuan Zhang; Kuang Jun","2","keep"
"W2157845748","Immunoaffinity-based mass spectrometric characterization of the FMRFamide-related peptide family in the pericardial organ of Cancer borealis","2009","13","Biochemical and Biophysical Research Communications","","False","True","False","Mingming Ma; Robert M. Sturm; Kimberly K. Kutz‐Naber; Qiang Fu","4","keep"
"W2439239759","High-Throughput Quantitative Proteomics Enabled by Mass Defect-Based 12-Plex DiLeu Isobaric Tags","2016","13","Methods in molecular biology","University of Wisconsin–Madison","True","True","True","Dustin C. Frost","1","keep"
"W2792135410","Synergetic Effects of Prenatal and Postnatal High Sucrose Intake on Glucose Tolerance and Hepatic Insulin Resistance in Rat Offspring","2018","13","Molecular Nutrition & Food Research","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Pengjie Zhang; Di Zhu; Yueming Zhang; Xionghui Chen; Wenna Zhang; Ruixiu Shi; Jianying Tao; Bing Han; Zhice Xu","0","drop"
"W2070767632","Mass spectrometric characterization of the crustacean neuropeptidome","2014","12","EuPA Open Proteomics","University of Wisconsin–Madison","True","True","False","Qing Yu; Chuanzi OuYang; Zhidan Liang","3","keep"
"W2790600731","Profiling of small molecule metabolites and neurotransmitters in crustacean hemolymph and neuronal tissues using reversed‐phase LC‐MS/MS","2018","12","Electrophoresis","University of Wisconsin–Madison; Tianjin University","True","True","False","Qinjingwen Cao; Chuanzi OuYang; Xuefei Zhong","3","keep"
"W2806049436","Methylation‐reprogrammed Wnt/β‐catenin signalling mediated prenatal hypoxia‐induced brain injury in foetal and offspring rats","2018","12","Journal of Cellular and Molecular Medicine","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Yingying Zhang; Mengshu Zhang; Bin Wei; Axin He; Likui Lu; Xiang Li; Li Zhang; Zhice Xu; Miao Sun","1","drop"
"W3043133029","Urinary Amine Metabolomics Characterization with Custom 12-Plex Isobaric DiLeu Labeling","2020","12","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Pingli Wei; Ling Hao; Samuel Thomas; Amanda R. Buchberger; Laura Steinke; Paul C. Marker; William A. Ricke","7","keep"
"W324896628","The analysis of heavy air pollution in Beijing during 2000-2010.","2012","12","China Environmental Science","Minzu University of China","False","False","False","Ying Wang; Jinxiang Li; Xin LianZhong; Jun Jin","1","drop"
"W1919351059","Investigation and reduction of sub‐microgram peptide loss using molecular weight cut‐off fractionation prior to mass spectrometric analysis","2012","11","Journal of Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Robert Cunningham; Jingxin Wang; Daniel Wellner","3","keep"
"W2466119845","A highly sensitive LC–MS/MS method for determination of ketoconazole in human plasma: Application to a clinical study of the exposure to ketoconazole in patients after topical administration","2016","11","Journal of Pharmaceutical and Biomedical Analysis","Chinese Academy of Medical Sciences & Peking Union Medical College","False","False","False","Keli Wang; Yao Wu; Zhiyan Chi; Chang Shu; Jun Wei; Lei Tao; Pengcheng Ma; Li Ding","0","drop"
"W2793191012","LC-MS Differential Analysis for Fast and Sensitive Determination of Biotransformation of Therapeutic Proteins","2018","11","Drug Metabolism and Disposition","University of Wisconsin–Madison; Tianjin University; Nankai University; Bristol-Myers Squibb (United States)","True","True","True","Ming Yao; Bingming Chen; Weiping Zhao; John T. Mehl; Mingshe Zhu","5","keep"
"W2936139387","Quantitative proteomic analysis of a genetically induced prostate inflammation mouse model via custom 4-plex DiLeu isobaric labeling","2019","11","American Journal of Physiology-Renal Physiology","University of Wisconsin–Madison","True","True","False","Ling Hao; Samuel Thomas; Tyler Greer; Chad M. Vezina; Sagar Bajpai; Arya Ashok; Angelo M. De Marzo; Charles J. Bieberich; William A. Ricke","9","keep"
"W3014892514","PRESnovo: Prescreening Prior to <i>de novo</i> Sequencing to Improve Accuracy and Sensitivity of Neuropeptide Identification","2020","11","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Kellen DeLaney; Weifeng Cao; Yadi Ma; Mingming Ma; Yuzhuo Zhang","5","keep"
"W3163302046","Recent developments and applications of quantitative proteomics strategies for high-throughput biomolecular analyses in cancer research","2021","11","RSC Chemical Biology","University of Wisconsin–Madison; Madison Group (United States)","True","True","True","Hannah N. Miles; Daniel G. Delafield","2","keep"
"W2026621045","A Study of SVDD-based Algorithm to the Fault Diagnosis of Mechanical Equipment System","2012","10","Physics Procedia","Zhengzhou University","False","False","False","Zhiqiang Jiang; Xilan Feng; Xianzhang Feng","0","drop"
"W2892964827","Comprehensive urinary metabolomic characterization of a genetically induced mouse model of prostatic inflammation","2018","10","International Journal of Mass Spectrometry","University of Wisconsin–Madison; Tianjin University","True","True","False","Ling Hao; Yatao Shi; Samuel Thomas; Chad M. Vezina; Sagar Bajpai; Arya Ashok; Charles J. Bieberich; William A. Ricke","8","keep"
"W2968183173","Isolation and characterization of glycosylated neuropeptides","2019","10","Methods in enzymology on CD-ROM/Methods in enzymology","University of Wisconsin–Madison","True","True","True","Yang Liu; Qinjingwen Cao","2","keep"
"W3043418425","Extraction optimization for combined metabolomics, peptidomics, and proteomics analysis of gut microbiota samples","2020","10","Journal of Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Caitlin Keller; Pingli Wei; Benjamin Wancewicz; Tzu-Wen Cross; Federico E. Rey","5","keep"
"W4295423209","Novel Isobaric Tagging Reagent Enabled Multiplex Quantitative Glycoproteomics via Electron-Transfer/Higher-Energy Collisional Dissociation (EThcD) Mass Spectrometry","2022","10","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Miyang Li; Xiaofang Zhong; Feng Yu","3","keep"
"W1964688361","Biomaterials differentially regulate Src kinases and phosphoinositide 3-kinase-γ in polymorphonuclear leukocyte primary and tertiary granule release","2015","9","Biomaterials","University of Wisconsin–Madison","True","True","False","Hannah Caitlin Cohen; Dustin C. Frost; Tyler J. Lieberthal; Weiyuan John Kao","4","keep"
"W2157749200","Searching for reliable premortem protein biomarkers for prion diseases: progress and challenges to date","2012","9","Expert Review of Proteomics","University of Wisconsin–Madison","True","True","False","Di Ma","1","keep"
"W2785086936","Relative Quantitation of Neuropeptides at Multiple Developmental Stages of the American Lobster Using <i>N</i>,<i>N</i>-Dimethyl Leucine Isobaric Tandem Mass Tags","2018","9","ACS Chemical Neuroscience","University of Wisconsin–Madison","True","True","True","Xiaoyue Jiang; Feng Xiang; Chenxi Jia; Amanda R. Buchberger","4","keep"
"W3030882244","MALDI Mass Spectrometry Imaging of Peptides in Medicago truncatula Root Nodules","2020","9","Methods in molecular biology","University of Wisconsin–Madison","True","False","False","Caitlin Keller; Erin Gemperline","2","keep"
"W4200331638","A chemical method for genome- and proteome-wide enrichment and O-GlcNAcylation profiling of chromatin-associated proteins","2021","9","Talanta","Henan Normal University","False","False","False","Bianbian Huo; Yuanyuan Liu; Weijie Qin","1","drop"
